Response Id,Seeing other people cry can easily make you feel like you want to cry too,You often make a backup plan for a backup plan.,"At social events, you rarely try to introduce yourself to new people and mostly talk to the ones you already know",You prefer to completely finish one project before starting another.,You enjoy participating in group activities.,You are definitely not an artistic type of person.,Your mood can change very quickly.,You often end up doing things at the last possible moment.,You rarely second-guess the choices that you have made.,You feel comfortable just walking up to someone you find interesting and striking up a conversation.,You usually prefer just doing what you feel like at any given moment instead of planning a particular daily routine.,You struggle with deadlines.,You like to have a to-do list for each day.,You rarely worry about whether you make a good impression on people you meet.,You feel confident that things will work out for you.,You are prone to worrying that things will take a turn for the worse.,"You have always been fascinated by the question of what, if anything, happens after death.",You usually prefer to be around others rather than on your own.,You find it easy to empathize with a person whose experiences are very different from yours.,You avoid making phone calls.,You often spend a lot of time trying to understand views that are very different from your own.,"In your social circle, you are often the one who contacts your friends and initiates activities.","If your plans are interrupted, your top priority is to get back on track as soon as possible.",Your emotions control you more than you control them.,You often feel overwhelmed.,Personality_numeric
598,-3,-2,-1,-1,-3,2,1,2,-1,-2,-1,0,1,-1,0,-1,-3,-1,1,2,0,-1,1,2,-1,2
606,-1,0,-2,0,0,-3,-1,2,-1,0,-2,3,2,-1,-1,0,-1,1,2,0,0,-1,2,-2,3,2
610,1,1,2,2,-1,2,-2,2,0,-2,-2,-1,0,-2,0,-3,0,-1,1,-1,-3,2,1,0,0,2
613,-3,0,2,-1,-1,3,0,0,-3,-1,0,0,-1,1,0,0,0,-1,0,0,3,-2,-1,3,1,3
622,-2,-2,0,0,0,1,0,0,2,-1,-1,0,0,-2,-1,-2,-1,-2,0,2,-1,1,-1,1,-2,2
627,-1,0,2,2,-1,2,0,3,-1,-3,-1,-1,1,-2,-2,1,-2,-1,2,0,1,1,-1,2,-3,2
632,1,1,-2,0,2,1,3,2,2,3,2,-1,1,2,1,0,1,2,0,1,-3,1,2,1,0,5
636,0,2,2,-1,-2,0,0,-1,-2,0,0,-2,2,2,-1,3,-2,2,-2,-2,0,0,2,-1,-3,3
637,1,2,1,-1,0,1,3,2,0,-1,-3,0,2,1,-1,1,-1,0,-2,1,-2,0,0,-1,-1,3
639,-3,1,1,-2,-2,1,2,0,-1,-2,-2,-1,2,0,-1,-1,-3,1,-1,1,-1,-1,0,2,0,2
644,-2,-1,1,-3,0,-2,1,1,1,-2,0,1,1,-2,-2,-2,0,3,2,2,-2,0,1,2,2,2
655,0,1,-2,-1,-1,0,-2,-1,-2,2,-2,0,-3,2,2,1,1,0,0,2,-1,-1,3,-1,1,4
658,-1,2,1,-2,2,-3,-2,0,-1,-2,2,-1,1,-1,-2,-2,-3,-1,0,-2,-1,0,1,-1,0,1
660,1,0,-2,0,1,0,1,1,1,0,-2,1,2,-3,-1,0,1,-1,1,2,1,0,2,1,-1,4
661,-2,1,-2,-1,0,0,2,-2,0,-1,1,-1,0,1,-1,-2,-2,2,-3,0,0,-2,0,-1,2,1
662,1,0,0,-3,0,2,-3,-2,2,1,3,0,-3,1,2,1,0,0,0,-2,1,-1,-1,2,3,4
663,1,2,0,-1,0,3,-1,0,-1,1,2,0,-1,0,1,2,2,-2,1,-1,0,-2,0,-2,1,4
664,2,0,1,2,1,2,1,0,-1,-3,0,-1,-2,1,-2,0,0,2,-1,-1,-1,1,1,-1,-1,3
667,-2,-1,1,-2,0,1,2,0,2,0,-1,0,1,-2,0,1,1,0,-2,2,0,-1,3,2,2,4
668,1,-2,-2,-2,1,1,2,0,2,0,1,-3,1,0,2,-2,0,0,-2,0,1,-1,1,-2,2,5
670,-1,-2,-1,-1,1,2,0,-1,0,0,-2,0,-3,0,2,-1,0,1,1,-2,-2,-1,1,-1,2,4
671,0,0,3,0,-2,1,-2,-2,0,0,-1,-3,3,0,1,1,1,0,-1,1,2,-1,3,-1,0,3
673,2,0,0,0,-2,3,1,0,-2,-3,-1,0,0,3,-2,0,0,2,1,-2,2,0,0,0,-3,3
677,0,2,0,-1,0,-1,0,1,0,-2,1,-2,-1,0,-3,-1,0,-1,-1,0,-2,-2,-2,1,-2,1
680,1,3,-1,1,2,-3,1,-1,0,-1,2,-2,-1,-2,-3,-1,0,-2,-1,0,-1,-2,-2,2,-1,1
683,3,-1,-2,-2,-1,1,1,1,2,1,0,-1,1,0,1,-1,-1,1,-2,1,-1,-1,0,-1,2,5
686,0,-2,-3,-3,0,0,-2,3,0,-2,-2,0,2,-2,1,-2,0,-1,-1,2,2,1,-1,-1,1,4
690,0,0,1,2,0,1,2,2,1,-2,-1,0,1,0,-1,0,-3,-3,1,2,1,0,-1,1,0,2
695,-1,-1,0,-1,-2,0,1,-3,-1,0,1,-1,1,2,1,1,-3,-1,0,2,3,-1,-3,2,0,3
700,0,0,-2,1,2,1,2,-1,0,2,3,1,2,1,1,-2,1,2,2,-1,-2,1,2,-1,1,5
701,0,-1,0,-2,3,1,0,0,0,-2,-1,-2,2,-3,2,-2,0,1,-2,0,0,1,2,0,1,5
715,-3,-2,0,1,0,1,2,3,2,-1,-1,-2,3,3,-1,-2,-3,-1,1,2,-1,1,0,3,1,2
716,-2,-1,1,1,0,-1,0,-2,-2,-1,3,1,-2,3,3,0,-1,-1,-1,2,0,-2,-1,2,0,3
717,-1,1,0,1,-2,0,-1,-1,-2,2,0,0,1,2,0,-2,0,1,3,-1,0,0,1,0,0,4
725,0,0,1,0,-1,1,-2,-2,1,0,1,-1,0,2,1,2,-2,0,-1,2,1,-1,1,-1,1,3
728,0,-3,0,-3,-2,2,1,1,-1,-1,0,-2,1,1,-3,-1,-2,1,-1,-2,-1,1,2,-1,0,1
731,-2,-2,0,1,-2,-1,0,0,1,-3,2,0,1,0,-3,2,0,-2,0,2,1,1,-1,1,-1,2
736,-2,-1,-2,0,-2,-1,0,0,-2,-1,0,1,0,-3,2,-1,0,2,2,0,1,-1,0,1,2,2
739,-1,-1,0,-1,-2,0,1,-1,-1,-1,-3,1,1,-3,-1,0,0,2,-1,0,1,0,-1,1,1,2
741,-1,2,-3,0,-1,2,2,-1,2,-3,-2,0,1,2,-1,-1,1,3,0,-1,-1,-3,2,0,2,1
744,-2,0,2,0,0,1,-3,-2,-2,-1,2,0,3,1,0,-1,-1,1,-2,0,1,0,0,2,2,3
747,-1,0,-1,-1,0,2,-2,-3,-1,1,0,1,-3,2,3,0,1,-1,0,-2,-1,0,2,2,2,4
748,-1,0,0,-2,-1,2,-1,-1,-2,-1,0,-2,0,2,-1,1,1,1,-2,0,-1,1,2,-1,-2,3
755,0,-2,0,0,-1,0,0,1,1,-1,-1,0,2,0,1,-1,-2,-2,-1,1,-1,3,-1,2,-1,2
758,0,-3,1,1,0,0,2,0,-1,-1,0,1,-1,0,-1,-2,-1,0,0,1,-2,-1,1,3,-1,2
763,1,2,1,-1,-3,1,2,0,-1,-1,-1,-1,1,-1,-1,2,1,1,0,-1,0,1,1,-2,-1,3
765,1,1,0,-2,0,1,3,0,1,-1,-2,1,2,1,-1,0,1,-1,-1,1,-1,-1,1,2,-1,3
766,-3,-2,0,-1,-1,0,1,3,-2,-2,1,-1,0,0,-1,-1,-2,1,0,2,-2,-1,1,1,-1,2
767,0,-2,2,-3,1,-1,3,0,0,-1,-2,1,0,0,-3,-2,0,0,1,1,-1,1,3,2,1,2
768,0,-1,-1,-1,0,2,1,0,-1,-2,-3,-1,2,-1,0,-1,0,0,0,1,3,-1,3,1,1,4
770,0,2,2,-2,1,-1,0,1,-1,-1,1,-2,-2,0,-2,-3,-1,1,0,-3,1,-3,-1,1,-1,1
772,1,1,-1,-1,0,2,3,0,-1,-1,2,0,1,-2,-2,-1,-2,0,-3,1,0,-2,-1,2,-1,1
773,-1,0,2,2,-1,1,-1,-1,-2,-2,-1,-2,-1,-3,0,1,0,0,0,-1,-2,1,0,-1,-1,2
777,-1,-2,2,2,1,-2,1,2,0,1,-1,1,-1,1,-3,-2,-1,1,1,1,-2,-2,-2,3,2,2
778,-3,2,0,-1,3,-3,2,-2,0,-1,0,0,-1,-2,0,-1,0,0,-1,0,-3,-2,-2,2,-1,1
779,0,-1,-2,-1,0,-1,2,-1,-1,-2,0,-1,-2,-2,-1,1,-2,1,-3,-1,-2,-1,0,1,-2,1
780,1,-3,-1,2,1,0,2,2,1,-1,-2,-2,1,-1,-1,1,1,0,-1,1,1,2,-1,1,-2,2
788,1,3,-2,-1,0,1,0,1,1,-1,-1,-2,1,1,2,-1,2,-1,-3,2,0,1,1,2,2,5
789,-2,-2,0,-2,-2,0,-1,2,1,1,-3,1,2,-2,0,1,2,-3,-1,-1,0,-2,2,3,2,4
790,-1,-1,2,2,-1,1,1,2,1,-1,-1,0,1,1,0,-1,-2,-2,1,1,-2,2,0,3,0,2
792,1,2,0,-1,1,2,2,1,1,1,-1,-1,2,0,0,1,2,-1,-1,2,-2,1,0,1,1,5
793,1,0,1,-2,1,-2,2,-1,-1,0,-2,0,0,-3,-2,-2,-1,3,0,-1,0,0,2,2,3,2
795,0,-2,-1,-2,2,2,2,2,1,-1,1,1,1,-3,0,1,0,-1,-2,2,1,-2,1,0,1,4
799,-2,-2,2,-2,-1,2,-1,0,-1,-2,2,0,1,3,1,0,0,-2,-2,1,1,0,-1,0,-1,3
802,-1,1,2,-2,-2,-1,0,-1,0,1,0,-1,-1,-2,-2,-2,-2,0,-1,0,-3,0,-2,-1,1,2
805,0,0,1,0,-2,-2,3,2,-2,-2,-1,1,1,0,-1,-2,-1,2,2,3,-1,0,0,2,1,2
806,3,2,1,0,0,1,0,0,2,0,1,0,1,1,1,-2,1,1,-2,1,0,0,0,1,1,5
809,1,1,-2,-1,-1,0,-2,-1,-1,0,0,0,-2,2,3,2,1,0,1,-2,0,-1,-1,-3,2,4
814,-2,-1,-2,0,0,-1,1,2,0,-2,0,1,-1,-2,2,2,2,-2,-2,3,0,-1,0,0,2,4
816,-1,-2,1,-3,0,1,0,2,2,0,-1,0,0,-2,-3,1,1,-1,-2,2,0,-2,1,3,2,4
818,1,0,-3,-1,-1,2,-1,-1,-3,0,1,1,-3,1,0,1,1,-2,2,-2,0,-1,1,-2,1,4
826,-3,1,-2,-1,1,-2,0,-3,-1,-1,0,-2,-2,-3,0,1,-1,-1,0,-1,0,-1,-1,1,1,1
827,-2,-1,2,1,-3,0,0,-1,3,-1,1,0,2,1,0,-1,0,0,1,2,1,2,0,1,0,2
837,-2,-2,-1,-2,2,1,0,3,1,0,1,2,1,1,-1,2,0,-3,-2,2,2,0,0,1,0,4
838,0,2,1,-1,1,2,2,1,-2,0,-2,-3,3,0,0,3,-3,-1,0,0,0,1,0,-1,-3,3
857,0,2,0,-1,0,-2,2,1,0,-2,0,-1,-1,0,-2,-3,1,-1,-1,-2,0,-3,-1,-1,-1,1
859,-2,-1,-2,-2,2,1,1,3,-1,-1,-1,-1,2,-1,-1,1,1,-3,-2,-2,2,1,3,-1,1,5
867,2,2,-1,-1,-1,0,-3,-3,-2,1,1,0,-2,0,0,2,-1,-3,1,-1,-1,-2,0,-3,1,4
868,2,1,1,-1,0,1,1,-1,-2,0,-2,-3,2,1,0,1,-2,0,1,-1,-1,0,2,-2,-1,3
872,-1,0,1,0,-2,2,0,-1,-2,-1,1,-1,-1,0,0,0,-1,0,1,0,2,-2,0,1,0,3
873,1,0,2,-2,0,2,-1,-2,-2,-2,-1,-2,0,3,-2,2,-1,2,-2,-2,1,1,2,-1,-1,3
875,-1,2,2,-1,-2,3,-3,1,-2,1,1,-2,0,0,1,0,1,-2,0,-2,1,-2,1,-2,2,3
876,-2,-1,2,-3,-2,2,-3,-1,0,0,2,-2,3,-1,0,1,0,-2,-2,-1,0,1,0,3,1,3
877,-1,-2,-1,-2,-1,2,0,-1,-2,-1,1,-1,0,0,1,0,-1,-1,-1,1,0,0,-2,2,2,3
884,-1,-1,1,-2,0,-2,0,1,-1,-2,-2,2,2,-3,-3,-1,-2,0,1,1,-1,-1,3,1,3,2
888,-2,0,-2,-2,-1,0,0,-1,-2,-1,2,-3,-3,-1,0,-1,-2,-1,0,-2,2,-1,1,0,1,1
895,1,1,3,-2,-2,0,1,-1,0,0,-2,0,2,0,1,1,-1,1,-3,0,-1,1,2,-2,-1,3
896,-3,1,2,-1,2,-2,-1,-1,0,-1,0,-2,1,-2,1,0,0,1,0,-1,-2,-3,-1,1,-2,1
899,2,1,1,-1,-1,1,0,0,2,0,1,0,1,0,2,-2,1,0,-2,2,0,-1,1,2,2,5
901,0,1,-2,-1,2,0,1,-3,-2,-1,1,-1,-2,0,-1,1,0,-1,-1,-2,0,0,-1,2,1,1
902,0,-2,-1,0,1,2,1,2,2,-1,-2,0,0,-1,2,-3,1,0,0,1,1,0,-1,0,1,5
906,1,-1,1,-2,-2,1,2,0,2,0,1,1,3,-2,-1,-3,-1,-2,2,1,-2,-1,-2,1,-1,2
910,0,1,1,-2,-2,-1,1,-1,0,-1,-1,-1,0,1,-1,-1,-1,0,-1,-1,-3,2,2,-1,-2,3
911,2,-2,2,-2,-1,-1,3,1,-2,-2,-1,2,2,1,1,-1,0,2,3,0,-2,-1,2,2,2,2
923,-1,1,1,-2,-1,-2,2,1,1,-1,0,2,1,-1,-2,1,-2,3,2,0,-2,0,1,0,1,2
933,-1,-1,-1,-1,0,0,-1,-1,1,-3,-2,2,1,0,-2,-1,0,0,2,1,3,0,0,0,3,4
935,-1,-2,0,1,-2,2,0,1,3,-1,0,0,1,2,0,-2,0,-3,2,2,-1,0,-1,2,1,2
938,1,0,0,-3,0,2,-1,-1,-2,1,0,0,-1,-1,2,0,1,-1,-2,-1,-1,-3,3,-2,0,4
939,2,2,1,0,-1,-1,1,-1,0,-2,-2,0,1,2,-1,0,-3,2,-1,-2,0,-1,1,0,-2,3
940,-1,-1,2,1,-1,1,0,2,1,0,-1,0,0,-1,1,-1,-1,-1,1,1,-3,1,-2,2,0,2
941,-2,1,1,3,2,2,1,2,1,1,-1,-2,2,1,-1,-3,-1,0,2,1,-1,1,1,2,-1,2
942,-2,0,-1,-1,0,1,2,-1,0,0,1,-1,0,-3,1,-2,0,-1,-1,0,0,-1,1,1,-2,1
945,1,0,-2,-2,1,0,2,2,1,1,-3,-2,0,-1,2,-2,2,-1,-2,-1,1,0,1,0,0,5
953,2,0,-2,-2,2,1,2,1,2,2,1,-2,-1,2,0,0,0,1,-1,2,-1,1,-1,0,1,5
955,2,2,1,0,0,1,3,1,1,-2,-1,0,0,0,-1,-1,0,1,1,1,1,1,-1,0,3,3
958,0,0,-2,-2,-2,1,0,-2,-2,2,2,0,-1,1,2,2,2,1,2,0,0,0,2,-1,2,4
962,0,0,-2,0,0,0,0,0,-2,-2,2,-1,-1,-2,-1,0,-1,0,-2,1,2,-1,1,1,-2,1
964,0,-2,-1,0,0,2,2,0,1,3,-1,-1,1,-1,0,-1,0,-2,1,2,-2,1,-2,0,-1,2
966,-1,1,1,-1,1,-1,1,0,-1,-3,2,-1,-2,-1,-3,-2,-3,0,1,0,0,-1,0,0,-2,1
967,0,1,-1,-1,0,2,0,-1,-1,1,-2,0,2,1,-2,-2,0,0,-1,-3,-2,-2,1,-2,0,1
971,1,2,-1,-1,1,0,1,0,0,2,1,2,2,1,2,-1,0,0,-1,1,0,1,1,0,1,5
974,0,-2,1,0,0,0,0,-2,-1,-1,0,-2,1,3,2,-2,0,-1,-1,3,0,-2,0,2,0,3
977,3,-1,-2,0,1,2,1,2,2,0,-2,3,1,-1,-1,1,-1,0,2,2,1,0,2,1,0,4
985,2,0,2,-1,1,2,1,0,-1,-1,-2,-2,1,2,0,1,0,-1,0,0,2,1,1,1,-1,3
987,-2,0,1,-1,-1,2,-2,-1,-1,-1,1,0,1,0,0,0,1,-2,0,0,2,-2,-2,1,1,2
988,-1,1,-2,-2,0,0,-1,-1,0,1,-2,0,-2,2,2,-1,0,0,2,-1,-1,-1,1,1,2,4
990,0,-2,-1,-2,2,0,1,1,1,-2,0,0,1,-1,0,0,-1,-1,-1,0,0,-2,0,-2,2,5
991,0,2,2,0,-2,3,2,0,2,-2,-2,-1,-1,0,-2,0,-1,1,-1,-1,-1,2,0,-1,-2,3
995,0,2,0,0,1,2,2,0,0,-1,-1,0,3,0,-3,3,-1,-1,-1,0,1,-2,1,2,2,4
999,-2,0,3,0,-2,-1,1,1,-1,-1,-3,1,1,-1,-3,-2,-2,0,-1,2,-2,-1,-1,2,2,2
1006,-2,0,2,2,-2,-1,2,-2,1,-3,2,0,2,-1,-1,0,-1,-3,2,3,1,1,0,1,0,2
1007,-1,-2,-2,-2,0,0,0,2,1,-2,0,3,2,-2,0,2,3,-3,0,1,1,-1,-1,2,0,4
1011,-1,-2,-3,-1,1,1,3,2,1,-1,-1,1,1,1,-1,-1,2,1,-2,-2,2,1,-1,-1,2,5
1014,-1,-2,-2,-3,2,2,2,0,2,-1,-1,0,2,-2,-2,0,2,0,-2,1,0,0,2,2,1,4
1017,-2,-1,1,1,-1,-2,-1,2,-2,0,-1,0,0,0,-2,0,-1,0,2,2,-2,-1,1,1,2,2
1019,-2,1,-2,-1,1,0,1,1,3,2,-3,-1,-1,-2,2,1,2,-2,1,-3,1,-2,-1,1,1,5
1020,-2,0,1,-1,0,2,-3,0,1,-1,2,-1,2,1,1,2,0,-1,-3,0,-2,0,0,-1,3,3
1024,-1,2,-3,2,1,2,2,-2,1,0,-1,1,1,1,-2,-3,-1,1,-1,0,-2,-2,0,-3,0,1
1025,2,1,-1,-1,0,1,-1,0,2,0,0,0,2,1,1,-1,2,0,0,1,-2,1,2,2,2,5
1026,2,0,1,0,1,1,3,-2,1,-3,-3,0,1,0,-1,2,-2,1,-2,-2,-1,0,3,-2,1,3
1033,-1,0,2,0,-2,2,-2,-3,-3,0,1,-2,-1,1,-3,2,0,2,0,-3,-2,2,3,0,-3,3
1034,1,-1,-1,-1,1,2,-1,-3,0,-1,1,1,2,0,0,2,0,-1,-1,2,1,0,-1,1,1,3
1035,-1,0,1,-2,-3,0,0,-1,-2,-2,0,1,1,-2,1,1,-1,0,2,2,0,-2,1,2,-1,2
1036,0,0,0,0,-3,-3,1,0,-3,-1,0,1,2,-1,1,-1,0,2,1,2,-1,-2,2,3,-1,2
1040,0,1,-1,0,-1,1,1,-2,-1,1,1,2,0,0,0,2,1,-2,0,0,-3,-2,1,-1,2,4
1042,1,-3,0,1,-1,1,0,0,2,1,-2,-1,1,-1,-1,-1,-1,-3,0,2,-1,2,0,0,0,2
1043,-1,0,-2,-1,2,0,-2,2,0,-2,-1,1,1,0,-1,0,0,0,0,0,2,-1,-2,0,2,4
1050,-2,2,-1,0,-2,2,1,2,-1,0,-1,-3,3,2,-3,-3,-1,1,-2,2,-2,-2,1,0,1,1
1052,-3,0,2,1,-1,1,-1,2,1,-2,1,-1,-2,0,-2,1,-1,-2,2,-1,-1,1,-3,0,-1,2
1053,-1,-3,0,0,-1,0,0,0,1,-2,0,-1,-1,0,-2,-3,0,-2,-1,2,-1,1,0,2,1,2
1054,1,1,-1,-1,-2,-1,-2,-1,0,1,0,2,-1,-1,0,3,0,-3,2,0,-2,-3,-1,-2,1,4
1055,0,-3,1,-3,-3,-3,1,1,-2,0,0,2,-1,-3,-1,-2,0,3,2,2,2,-3,1,1,1,2
1056,-2,-2,-1,-1,2,3,2,1,0,-2,-2,1,1,-2,-2,-2,-1,1,2,1,-1,2,2,2,1,2
1057,0,-1,1,0,-2,0,0,-2,0,0,1,-2,-3,2,1,0,-1,1,1,0,0,-2,0,2,0,3
1058,-1,2,1,-1,-2,1,-3,0,0,1,0,-3,-1,1,2,0,-1,-1,-1,1,-1,-2,0,-1,2,3
1064,-1,0,1,-1,1,2,-1,-3,-1,-1,0,0,0,1,0,-2,0,-2,0,-1,1,-2,-1,0,2,3
1070,1,0,1,-1,0,0,0,3,1,0,-3,-2,-2,-1,0,0,0,-1,-1,-2,2,0,1,-1,1,5
1075,0,0,0,-2,-1,2,2,-2,0,-1,-1,-1,2,2,-2,0,-1,3,-1,-2,0,1,2,1,2,1
1076,-1,0,-2,-2,0,2,0,2,3,0,-2,-1,1,-2,1,-1,0,-1,0,-2,2,0,1,0,2,5
1082,0,1,2,-3,-2,0,2,1,-2,-2,-2,-1,3,3,0,0,0,2,-1,1,-1,0,2,1,-3,3
1093,-1,0,-3,-1,-1,3,2,2,1,0,-1,0,0,1,2,-2,3,-2,-2,-3,3,-1,-1,-1,0,5
1094,2,0,1,-1,-1,2,0,-2,-3,0,-1,-3,0,3,0,-1,-2,1,0,-2,-1,1,2,-2,-1,3
1095,-2,-3,2,-1,-2,2,1,2,0,-2,-3,-1,0,-2,-2,-1,1,0,2,-1,-1,2,-2,2,-2,2
1097,1,1,0,0,1,3,-1,1,0,1,1,1,3,2,1,-2,1,1,-1,-1,-2,2,1,0,2,5
1098,2,2,-1,-2,0,0,-1,0,1,1,1,-1,2,2,2,-1,1,1,1,1,1,1,3,3,0,5
1099,-1,1,1,-2,2,-3,1,-2,-1,-2,2,0,0,-1,-1,-2,-1,0,0,-2,-2,-2,0,0,-1,1
1103,1,0,-1,-3,0,3,0,-1,1,-2,1,-1,1,1,-2,-1,1,1,-1,-2,0,-1,1,-1,1,1
1106,-1,-2,-2,-2,2,1,2,0,0,-1,0,0,3,-1,1,-2,0,-2,-2,0,0,0,-1,-1,2,5
1107,1,0,1,1,-1,1,-1,-1,-2,-2,0,-2,1,1,2,0,0,-1,-1,1,3,-2,0,2,-1,3
1111,-3,1,-2,-1,-1,1,0,0,1,-1,1,-1,-1,1,-2,0,2,1,-3,-1,0,-2,3,-2,2,1
1113,0,0,-1,-1,2,0,2,-2,2,-2,-2,-2,1,0,3,1,2,-2,1,-1,1,-3,2,-1,2,5
1114,-1,0,2,0,-1,2,0,1,2,0,-2,-2,0,-2,0,0,-2,0,2,0,-3,0,-2,1,-1,2
1116,1,-1,-1,0,-1,1,-3,-3,-1,1,0,0,-2,-1,1,2,0,-3,0,-1,-3,-1,2,-2,1,4
1119,-1,1,-3,-3,1,1,3,3,3,2,-2,-1,0,0,3,0,2,-2,-1,-3,1,0,0,-2,2,5
1127,-1,-1,0,-1,-1,2,-1,2,1,-2,-2,-2,1,-3,1,-2,1,0,-2,-1,1,0,2,0,-1,5
1129,-1,2,-1,0,1,2,0,2,0,1,1,-2,0,2,-1,2,0,2,-1,2,-1,2,-1,1,1,5
1135,0,0,0,-1,2,1,-3,1,2,-1,-3,-2,0,0,2,1,1,-2,1,-2,2,-1,1,-1,1,5
1137,0,1,-2,1,-1,-1,1,1,3,0,0,0,2,1,-2,-2,1,2,-2,1,-1,-1,-2,-2,0,1
1141,-1,-1,1,2,-1,-1,-1,-2,-1,-2,2,-1,0,1,0,2,-2,0,0,1,2,-1,-1,2,-2,3
1142,-3,3,1,-1,0,1,1,1,1,-1,-1,-1,2,2,-2,-3,2,2,0,1,0,-1,3,0,2,1
1144,0,-1,0,0,2,1,1,2,3,-1,0,3,-1,0,-3,2,-1,-2,2,-1,1,-3,2,2,1,4
1146,1,1,-1,-1,2,1,2,2,0,0,2,1,0,1,-3,0,-1,2,-3,-1,1,0,0,0,0,1
1152,0,0,0,2,2,1,2,1,1,-2,-3,1,1,0,1,0,1,1,1,1,-1,-2,2,1,1,4
1154,-1,-1,-1,-1,2,1,2,3,-1,0,0,-1,1,0,0,-1,-1,-2,0,0,-2,-2,1,-3,3,5
1156,-1,0,1,-2,-1,3,0,-3,1,-2,2,-2,-2,0,1,1,-2,-1,0,0,1,-1,-2,0,1,3
1158,1,-1,1,-1,-1,0,2,1,0,-1,-1,-1,0,-2,-1,-3,-2,-1,1,1,-2,-1,-1,-1,-2,2
1160,-1,-2,0,1,-1,-2,-1,2,-2,-1,-2,1,0,-3,0,0,0,0,1,3,1,-2,0,0,-1,2
1162,-2,0,1,-1,-1,2,0,-2,-1,2,2,0,0,1,1,1,-1,-2,-1,0,1,-2,0,1,1,3
1165,1,0,0,-1,0,-3,1,1,0,-1,-2,2,-2,1,-2,-1,1,1,2,2,-1,1,1,0,2,1
1166,0,1,-1,-1,1,-1,2,0,0,0,0,0,1,1,3,-1,1,1,-2,0,0,1,1,1,3,5
1170,0,2,1,-2,1,2,0,0,0,0,0,-2,2,-2,-1,-2,-1,1,1,-1,-2,-2,2,0,2,1
1171,-1,-2,0,0,-1,2,1,0,0,-2,3,0,1,1,0,-1,-3,1,-1,-1,0,0,-1,1,0,1
1173,-3,-1,-2,-2,2,1,0,0,0,-1,-1,-1,2,-2,0,0,1,1,-2,-2,3,1,1,-1,3,5
1177,0,-1,0,-3,0,1,2,1,2,1,2,-1,0,2,0,-1,0,1,1,0,0,-1,0,1,1,5
1178,1,-1,-1,-1,2,1,1,2,1,-1,-2,0,1,-1,0,-2,1,-1,0,-2,0,-1,0,0,1,5
1179,-1,-1,1,0,-1,1,3,0,2,1,1,1,0,-1,-1,1,0,-3,-1,3,-1,-1,1,3,2,4
1183,0,1,-2,1,1,1,1,1,1,2,0,0,2,1,1,0,1,0,-3,2,-2,1,2,-1,0,5
1185,-1,2,0,1,-2,1,-2,-2,-2,0,3,0,0,2,0,1,1,0,1,-1,-1,0,-1,0,0,4
1190,-1,-1,-1,-1,1,1,2,3,1,-2,-1,-2,0,-1,0,-2,1,1,-2,-2,0,0,0,-2,2,5
1196,-2,-1,2,-2,-1,-3,-1,-1,0,0,2,1,-1,0,-1,-2,0,1,1,1,0,-2,-1,2,1,2
1197,-2,-2,-2,0,-1,1,2,1,2,0,-1,-1,0,-1,-1,-1,-3,-3,0,3,-2,-1,-2,1,0,2
1200,-2,-2,-1,-2,-1,1,0,0,0,-1,3,-2,1,0,-1,-2,-1,0,-1,-1,1,0,1,-1,0,1
1201,-2,1,-2,-1,1,1,2,-2,0,2,2,-3,1,0,0,-1,0,3,0,-3,-1,2,-1,0,0,5
1202,1,2,1,1,2,0,-2,0,-1,2,1,0,-2,1,1,2,3,-2,2,-2,-1,-1,2,-1,1,4
1205,-3,1,-1,0,-1,-1,1,1,-1,-2,-1,-2,-2,-2,-2,-1,0,-1,0,-1,-2,-2,-1,0,-2,1
1206,-2,-1,-1,0,-2,0,1,2,0,-3,1,1,2,0,-1,2,-2,1,2,0,0,0,1,1,2,2
1209,1,1,2,-1,0,1,0,1,-1,-1,0,-3,0,2,0,1,0,0,2,-1,1,1,2,1,0,3
1214,1,-1,0,-1,2,3,-1,3,1,-2,0,-1,-1,0,-1,1,1,-2,1,-2,0,-1,1,-1,1,5
1217,-2,0,3,-2,-3,-1,-1,0,-1,0,-1,1,0,-1,-2,0,-2,0,2,2,-2,-3,-2,1,1,2
1219,0,0,-2,0,2,2,0,1,1,-1,-2,1,3,-1,-1,0,2,-1,-1,-1,0,-1,1,1,2,4
1226,-2,0,0,-2,-3,1,-3,-1,-1,0,2,1,1,1,2,2,0,-2,1,0,0,-1,-2,1,0,3
1230,-1,1,0,0,1,2,-2,1,0,2,0,0,-1,-1,-1,0,3,-2,1,-2,-1,-1,2,0,2,4
1233,1,-2,0,-2,0,3,2,0,2,-3,-1,0,2,-1,-3,0,0,-1,1,-1,2,1,2,1,-1,4
1235,0,0,-2,-1,0,1,1,3,1,0,-2,-2,0,-1,2,-2,3,-2,0,-1,2,0,-1,1,0,5
1236,3,2,0,-2,0,0,0,2,1,0,0,-2,2,1,1,0,0,2,-1,3,-1,2,0,3,2,5
1237,0,0,1,-1,-1,1,-1,-1,0,0,0,-2,-1,2,0,0,-1,-1,0,-1,1,-3,0,1,1,3
1240,-3,0,0,0,-1,1,1,2,3,1,0,-3,3,0,-2,1,-3,-1,1,1,0,2,-3,1,-2,2
1247,-2,-1,2,0,0,2,3,2,2,-3,-1,-2,2,-1,-2,-1,-2,0,1,0,-1,2,0,0,-1,2
1250,0,-2,1,-1,-1,1,1,2,-2,0,-3,0,1,-1,0,-2,-2,1,1,0,-1,-3,2,2,0,2
